titre,realisateur,date_debut_evenement,date_fin_evenement,cadre,lieu,adresse,arrondissement,adresse_complete,geo_coordinates,,
DA VINCI CODE,RON HOWARD,2005-11-07,2005-11-07,EXTERIEUR,PLACE,DU CARROUSEL,75001,PLACE DU CARROUSEL 75001 Paris France,48.861519, 2.33455,
DA VINCI CODE,RON HOWARD,2005-01-07,2005-01-07,EXTERIEUR,PONT,DU CARROUSEL,75001,PONT DU CARROUSEL 75001 Paris France,48.859391, 2.332942,
DA VINCI CODE,RON HOWARD,2005-05-07,2005-05-07,EXTERIEUR,QUAI,FRANCOIS MITTERRAND,75001,QUAI FRANCOIS MITTERRAND 75001 Paris France,48.859853, 2.334541,
DA VINCI CODE,RON HOWARD,2005-05-07,2005-05-07,EXTERIEUR,ROND POINT,DU CARROUSEL,75001,ROND POINT DU CARROUSEL 75001 Paris France,48.86, 2.341111,
DA VINCI CODE,RON HOWARD,2005-06-30,2005-01-07,EXTERIEUR,RUE,SAINT ROCH,75001,RUE SAINT ROCH 75001 Paris France,48.865779, 2.332544,
DA VINCI CODE,RON HOWARD,2005-07-18,2005-07-21,EXTERIEUR,RUE,D'AUMALE,75009,RUE D'AUMALE 75009 Paris France,48.878281, 2.335686,
DA VINCI CODE,RON HOWARD,2005-06-30,2005-01-07,EXTERIEUR,RUE,DU MARCHE,75001,RUE DU MARCHE 75001 Paris France,48.866569, 2.331503,
DA VINCI CODE,RON HOWARD,2005-05-07,2005-05-07,EXTERIEUR,RUE,SAINT HONORE,75001,RUE SAINT HONORE 75001 Paris France,48.864651, 2.33251,
SHAADI N°1,DAVID DHAWAN,2005-06-26,2005-06-26,EXTERIEUR,PLACE,DE LA CONCORDE,75008,PLACE DE LA CONCORDE 75008 Paris France,48.865519, 2.321454,
SHAADI N°1,DAVID DHAWAN,2005-06-24,2005-06-24,EXTERIEUR,PONT,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,48.863669, 2.313547,
ANGEL-A,LUC BESSON,2005-06-29,2005-06-29,EXTERIEUR,PONT,BIR HAKEIM,75015,PONT BIR HAKEIM 75015 Paris France,48.855712, 2.287752,
ANGEL-A,LUC BESSON,2005-07-26,2005-07-26,EXTERIEUR,PONT,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,48.863669, 2.313547,
ANGEL-A,LUC BESSON,2005-08-24,2005-08-25,EXTERIEUR,RUE,DE RIVOLI,75001,RUE DE RIVOLI 75001 Paris France,48.860787, 2.341197,
ANGEL-A,LUC BESSON,2005-07-18,2005-07-18,EXTERIEUR,RUE,BARBEY D'AUREVILLY ET EMILE DESCHANEL,75007,RUE BARBEY D'AUREVILLY ET EMILE DESCHANEL 75007 Paris France,48.859167, 2.312778,
ANGEL-A,LUC BESSON,2005-08-25,2005-08-26,EXTERIEUR,RUE,DE RIVOLI,75001,RUE DE RIVOLI 75001 Paris France,48.860787, 2.341197,
ANGEL-A,LUC BESSON,2005-07-08,2005-07-08,EXTERIEUR,SQUARE,DE L'ALBONI,75016,SQUARE DE L'ALBONI 75016 Paris France,48.857666, 2.285464,
LE PRESSENTIMENT,J. PIERRE DARROUSSIN,2005-12-07,2005-12-07,EXTERIEUR,AVENUE,PARMENTIER/R DU FBG TEMPLE (ANGLE),75011,AVENUE PARMENTIER/R DU FBG TEMPLE (ANGLE) 75011 Paris France,48.857993, 2.381153,
LE PRESSENTIMENT,J. PIERRE DARROUSSIN,2005-08-09,2005-08-09,DOMAINE PUBLIC,CIMETIERE,DU PERE LACHAISE,75020,CIMETIERE DU PERE LACHAISE 75020 Paris France,48.86115, 2.394188,
LE PRESSENTIMENT,J. PIERRE DARROUSSIN,2005-06-30,2005-06-30,EXTERIEUR,QUAI,DE LA GIRONDE,75019,QUAI DE LA GIRONDE 75019 Paris France,48.895749, 2.383625,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-05-07,2005-05-07,EXTERIEUR,AVENUE,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,48.869576, 2.30825,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-08-07,2005-08-07,DOMAINE PUBLIC,SQUARE,SALVATOR ALLENDE,75007,SQUARE SALVATOR ALLENDE 75007 Paris France,48.820514, 2.303955,
NE LE DIS A PERSONNE,GUILLAUME CANET,2005-09-19,2005-09-19,DOMAINE PUBLIC,BOIS,DE BOULOGNE,75016,BOIS DE BOULOGNE 75016 Paris France,48.862449, 2.249167,
NE LE DIS A PERSONNE,GUILLAUME CANET,2005-09-23,2005-09-23,EXTERIEUR,RUE,L.PASTEUR VALERY RADOT,75018,RUE L.PASTEUR VALERY RADOT 75018 Paris France,48.900338, 2.332299,
INCONTROLABLE,RAFFY SHART,2005-12-07,2005-07-13,DOMAINE PUBLIC,PARC,MONCEAU,75008,PARC MONCEAU 75008 Paris France,48.880744, 2.311696,
INCONTROLABLE,RAFFY SHART,2005-07-20,2005-07-20,EXTERIEUR,PLACE,DES PYRAMIDES,75001,PLACE DES PYRAMIDES 75001 Paris France,48.863996, 2.332281,
INCONTROLABLE,RAFFY SHART,2005-07-28,2005-07-28,EXTERIEUR,RUE,DE L'HIRONDELLE,75006,RUE DE L'HIRONDELLE 75006 Paris France,48.853525, 2.343206,
A L'ARRACHE,KIM MASSEE,2005-07-21,2005-07-21,EXTERIEUR,RUE,JULIEN LACROIX,75019,RUE JULIEN LACROIX 75019 Paris France,48.870558, 2.38406,
JARDINS EN AUTOMNE,OTAR IOSSELIANI,2005-08-31,2005-08-31,EXTERIEUR,PORT,DE LA TOURNELLE,75005,PORT DE LA TOURNELLE 75005 Paris France,48.849811, 2.356086,
JARDINS EN AUTOMNE,OTAR IOSSELIANI,2005-01-08,2005-02-08,EXTERIEUR,RUE,CHARLOT,75003,RUE CHARLOT 75003 Paris France,48.862886, 2.362589,
JARDINS EN AUTOMNE,OTAR IOSSELIANI,2005-03-08,2005-05-08,EXTERIEUR,RUE,CONDORCET,75009,RUE CONDORCET 75009 Paris France,48.88017, 2.343757,
CABARET PARADIS,C. ET G BENNIZIO,2005-03-08,2005-03-08,EXTERIEUR,RUE,LOUIS BLANC,75010,RUE LOUIS BLANC 75010 Paris France,48.881333, 2.364755,
ON VA S'AIMER,IVAN CALBERAC,2005-08-19,2005-08-19,DOMAINE PUBLIC,BOIS,DE VINCENNES,75012,BOIS DE VINCENNES 75012 Paris France,48.832576, 2.418326,
ON VA S'AIMER,IVAN CALBERAC,2005-07-26,2005-07-26,EXTERIEUR,QUAI,DE L'HORLOGE,75001,QUAI DE L'HORLOGE 75001 Paris France,48.856845, 2.34408,
ON VA S'AIMER,IVAN CALBERAC,2005-08-19,2005-08-19,EXTERIEUR,ROUTE,DE LA TOURELLE,75012,ROUTE DE LA TOURELLE 75012 Paris France,48.830639, 2.429591,
NOUVELLE CHANCE,ANNE FONTAINE,2005-08-28,2005-08-28,EXTERIEUR,RUE,DE BELLEVILLE,75020,RUE DE BELLEVILLE 75020 Paris France,48.875459, 2.391367,
CAMPING,FABIEN ONTENIENTE,2005-04-08,2005-04-08,EXTERIEUR,AVENUE,DE BRETEUIL,75007,AVENUE DE BRETEUIL 75007 Paris France,48.849525, 2.312288,
LA MAISON DU BONHEUR,DANY BOON,2005-09-09,2005-09-09,EXTERIEUR,RUE,DU BOULOI,75001,RUE DU BOULOI 75001 Paris France,48.863667, 2.340923,
LA MAISON DU BONHEUR,DANY BOON,2005-08-25,2005-08-25,EXTERIEUR,RUE,DE LA CROIX DES PETITS CHAMPS,75001,RUE DE LA CROIX DES PETITS CHAMPS 75001 Paris France,48.864084, 2.340055,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-23,2005-08-23,EXTERIEUR,PASSAGE,BRADY,75010,PASSAGE BRADY 75010 Paris France,48.871635, 2.353658,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-17,2005-08-17,EXTERIEUR,PLACE,LACHAMBEAUDIE,75012,PLACE LACHAMBEAUDIE 75012 Paris France,48.836261, 2.38683,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-18,2005-08-18,EXTERIEUR,RUE,DE SAINTONGE,75003,RUE DE SAINTONGE 75003 Paris France,48.862861, 2.36377,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-13,2005-08-13,EXTERIEUR,RUE,D'ABOUKIR,75002,RUE D'ABOUKIR 75002 Paris France,48.867726, 2.346886,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-29,2005-08-29,EXTERIEUR,RUE,CREMIEUX,75012,RUE CREMIEUX 75012 Paris France,48.847018, 2.371107,
LA JUNGLE,MATTHIEU DELAPORT,2005-08-29,2005-08-29,EXTERIEUR,RUE,D'AUSTERLITZ,75012,RUE D'AUSTERLITZ 75012 Paris France,48.847007, 2.370653,
